tab 	er_locations
plate_block	location_type	er_citation_names	continent_ocean	country	location_begin_lon	er_location_name	location_end_lat	location_begin_lat	location_end_lon
Laurentia	Land Section	This study	North America	Canada	272.34	Simpson Island	48.7363	48.8122	272.30
>>>>>>>>>>
tab 	er_samples
sample_dip	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_description	sample_lat	er_location_name	sample_type	magic_method_codes	sample_azimuth	sample_lon	sample_class
1	1	SI4(39.7 to 44.7)	SI4-40.15	Simpson Island	-79.6	SI4-40.15a	144.60	100
1	1	SI4(39.7 to 44.7)	SI4-40.2	Simpson Island	-53.7	SI4-40.2a	162.90	0
1	1	SI4(39.7 to 44.7)	SI4-40.2	Simpson Island	-68.9	SI4-40.2a	144.70	100
1	1	SI4(39.7 to 44.7)	SI4-40.3	Simpson Island	-63.5	SI4-40.3a	178.80	0
1	1	SI4(39.7 to 44.7)	SI4-40.3	Simpson Island	-80.9	SI4-40.3a	163.10	100
1	1	SI4(39.7 to 44.7)	SI4-40.5	Simpson Island	-54.8	SI4-40.5a	161.30	0
1	1	SI4(39.7 to 44.7)	SI4-40.5	Simpson Island	-69.6	SI4-40.5a	141.00	100
1	1	SI4(39.7 to 44.7)	SI4-40.8	Simpson Island	-60.7	SI4-40.8a	165.90	0
1	1	SI4(39.7 to 44.7)	SI4-40.8	Simpson Island	-76	SI4-40.8a	140.00	100
1	1	SI4(39.7 to 44.7)	SI4-41.0	Simpson Island	-53.6	SI4-41.0a	157.70	0
1	1	SI4(39.7 to 44.7)	SI4-41.0	Simpson Island	-67.7	SI4-41.0a	137.10	100
1	1	SI4(72.3 to 74.6)	SI4-73.65	Simpson Island	-56.9	SI4-73.65a	162.80	0
1	1	SI4(72.3 to 74.6)	SI4-73.65	Simpson Island	-72	SI4-73.65a	140.80	100
1	1	SI4(72.3 to 74.6)	SI4-73.66	Simpson Island	-57.2	SI4-73.66a	163.40	0
1	1	SI4(72.3 to 74.6)	SI4-73.66	Simpson Island	-72.4	SI4-73.66a	141.20	100
1	1	SI4(72.3 to 74.6)	SI4-73.70	Simpson Island	-58.9	SI4-73.70a	168.60	0
1	1	SI4(72.3 to 74.6)	SI4-73.70	Simpson Island	-75.1	SI4-73.70a	148.10	100
1	1	SI4(72.3 to 74.6)	SI4-73.90	Simpson Island	-73.2	SI4-73.90a	206.40	0
1	1	SI4(72.3 to 74.6)	SI4-73.90	Simpson Island	-84	SI4-73.90a	300.00	100
1	1	SI4(72.3 to 74.6)	SI4-74.00	Simpson Island	-39.1	SI4-74.00a	167.50	0
1	1	SI4(72.3 to 74.6)	SI4-74.00	Simpson Island	-55.6	SI4-74.00a	159.70	100
1	1	SI4(72.3 to 74.6)	SI4-74.20	Simpson Island	-60.2	SI4-74.20a	155.20	0
1	1	SI4(72.3 to 74.6)	SI4-74.20	Simpson Island	-73	SI4-74.20a	124.10	100
1	1	SI4(72.3 to 74.6)	SI4-74.39	Simpson Island	-60.8	SI4-74.39a	152.50	0
1	1	SI4(72.3 to 74.6)	SI4-74.39	Simpson Island	-72.7	SI4-74.39a	119.20	100
1	1	SI4(72.3 to 74.6)	SI4-74.41	Simpson Island	-56.9	SI4-74.41a	151.50	0
1	1	SI4(72.3 to 74.6)	SI4-74.41	Simpson Island	-69.1	SI4-74.41a	124.40	100
1	1	SI4(74.6 to 80.0)	SI4-75.20	Simpson Island	-54.4	SI4-75.20a	151.20	0
1	1	SI4(74.6 to 80.0)	SI4-75.20	Simpson Island	-66.8	SI4-75.20a	127.10	100
1	1	SI4(74.6 to 80.0)	SI4-75.30	Simpson Island	-50.5	SI4-75.30a	150.10	0
1	1	SI4(74.6 to 80.0)	SI4-75.30	Simpson Island	-63	SI4-75.30a	129.70	100
1	1	SI4(74.6 to 80.0)	SI4-75.35	Simpson Island	-57	SI4-75.35a	122.80	0
1	1	SI4(74.6 to 80.0)	SI4-75.35	Simpson Island	-60.6	SI4-75.35a	93.00	100
1	1	SI4(74.6 to 80.0)	SI4-75.45	Simpson Island	-52.3	SI4-75.45a	151.90	0
1	1	SI4(74.6 to 80.0)	SI4-75.45	Simpson Island	-65.1	SI4-75.45a	130.50	100
1	1	SI4(74.6 to 80.0)	SI4-75.60	Simpson Island	-50.8	SI4-75.60a	153.20	0
1	1	SI4(74.6 to 80.0)	SI4-75.60	Simpson Island	-64.1	SI4-75.60a	133.50	100
1	1	SI4(74.6 to 80.0)	SI4-75.70	Simpson Island	-49.7	SI4-75.70a	154.40	0
1	1	SI4(74.6 to 80.0)	SI4-75.70	Simpson Island	-63.4	SI4-75.70a	136.00	100
1	1	SI4(74.6 to 80.0)	SI4-76.00	Simpson Island	-54.2	SI4-76.00a	154.10	0
1	1	SI4(74.6 to 80.0)	SI4-76.00	Simpson Island	-67.4	SI4-76.00a	131.30	100
1	1	SI4(80.2 to 100.7)	SI4-82.00	Simpson Island	-44.6	SI4-82.00a	152.70	0
1	1	SI4(80.2 to 100.7)	SI4-82.00	Simpson Island	-58.2	SI4-82.00a	137.60	100
1	1	SI4(80.2 to 100.7)	SI4-82.60	Simpson Island	-53.6	SI4-82.60a	140.50	0
1	1	SI4(80.2 to 100.7)	SI4-82.60	Simpson Island	-63.1	SI4-82.60a	115.00	100
1	1	SI4(80.2 to 100.7)	SI4-82.61	Simpson Island	-55.1	SI4-82.61a	139.80	0
1	1	SI4(80.2 to 100.7)	SI4-82.61	Simpson Island	-64.2	SI4-82.61a	112.50	100
1	1	SI4(80.2 to 100.7)	SI4-82.90	Simpson Island	-57.9	SI4-82.90a	143.60	0
1	1	SI4(80.2 to 100.7)	SI4-82.90	Simpson Island	-67.7	SI4-82.90a	113.00	100
1	1	SI4(80.2 to 100.7)	SI4-85.20	Simpson Island	-64.4	SI4-85.20a	150.60	0
1	1	SI4(80.2 to 100.7)	SI4-85.20	Simpson Island	-74.8	SI4-85.20a	108.30	100
1	1	SI4(80.2 to 100.7)	SI4-86.70	Simpson Island	-49.1	SI4-86.70a	139.20	0
1	1	SI4(80.2 to 100.7)	SI4-86.70	Simpson Island	-58.8	SI4-86.70a	117.70	100
1	1	SI4(80.2 to 100.7)	SI4-86.75	Simpson Island	-51.5	SI4-86.75a	142.80	0
1	1	SI4(80.2 to 100.7)	SI4-86.75	Simpson Island	-61.9	SI4-86.75a	119.90	100
1	1	SI4(80.2 to 100.7)	SI4-86.85	Simpson Island	-55.3	SI4-86.85a	151.90	0
1	1	SI4(80.2 to 100.7)	SI4-86.85	Simpson Island	-67.9	SI4-86.85a	126.70	100
1	1	SI4(106.0 to 121.4)	SI4-108.00	Simpson Island	-47.7	SI4-108.00a	147.20	0
1	1	SI4(106.0 to 121.4)	SI4-108.00	Simpson Island	-59.7	SI4-108.00a	128.40	100
1	1	SI4(106.0 to 121.4)	SI4-109.20	Simpson Island	-45	SI4-109.20a	148.50	0
1	1	SI4(106.0 to 121.4)	SI4-109.20	Simpson Island	-57.5	SI4-109.20a	132.00	100
1	1	SI4(106.0 to 121.4)	SI4-109.21	Simpson Island	-43.3	SI4-109.21a	144.00	0
1	1	SI4(106.0 to 121.4)	SI4-109.21	Simpson Island	-54.8	SI4-109.21a	127.70	100
1	1	SI4(106.0 to 121.4)	SI4-109.40	Simpson Island	-43.9	SI4-109.40a	142.40	0
1	1	SI4(106.0 to 121.4)	SI4-109.40	Simpson Island	-54.9	SI4-109.40a	125.40	100
1	1	SI4(106.0 to 121.4)	SI4-111.40	Simpson Island	-47.9	SI4-111.40a	134.90	0
1	1	SI4(106.0 to 121.4)	SI4-111.40	Simpson Island	-56.4	SI4-111.40a	114.00	100
1	1	SI4(106.0 to 121.4)	SI4-113.40	Simpson Island	-47.2	SI4-113.40a	128.50	0
1	1	SI4(106.0 to 121.4)	SI4-113.40	Simpson Island	-53.9	SI4-113.40a	107.80	100
1	1	SI4(106.0 to 121.4)	SI4-113.50	Simpson Island	-50	SI4-113.50a	133.30	0
1	1	SI4(106.0 to 121.4)	SI4-113.50	Simpson Island	-57.9	SI4-113.50a	110.40	100
1	1	SI4(106.0 to 121.4)	SI4-113.60	Simpson Island	-37.1	SI4-113.60a	118.70	0
1	1	SI4(106.0 to 121.4)	SI4-113.60	Simpson Island	-41.7	SI4-113.60a	104.20	100
1	1	SI4(121.4 to 127.3)	SI4-122.80	Simpson Island	-43	SI4-122.80a	126.90	0
1	1	SI4(121.4 to 127.3)	SI4-122.80	Simpson Island	-49.6	SI4-122.80a	109.10	100
1	1	SI4(121.4 to 127.3)	SI4-123.10	Simpson Island	-42.6	SI4-123.10a	136.10	0
1	1	SI4(121.4 to 127.3)	SI4-123.10	Simpson Island	-51.9	SI4-123.10a	119.20	100
1	1	SI4(121.4 to 127.3)	SI4-123.65	Simpson Island	-45.9	SI4-123.65a	128.70	0
1	1	SI4(121.4 to 127.3)	SI4-123.65	Simpson Island	-52.8	SI4-123.65a	108.90	100
1	1	SI4(121.4 to 127.3)	SI4-123.70	Simpson Island	-44.7	SI4-123.70a	127.40	0
1	1	SI4(121.4 to 127.3)	SI4-123.70	Simpson Island	-51.2	SI4-123.70a	108.50	100
1	1	SI4(121.4 to 127.3)	SI4-123.80	Simpson Island	-48.6	SI4-123.80a	130.20	0
1	1	SI4(121.4 to 127.3)	SI4-123.80	Simpson Island	-55.6	SI4-123.80a	108.50	100
1	1	SI4(121.4 to 127.3)	SI4-123.81	Simpson Island	-33.4	SI4-123.81a	127.20	0
1	1	SI4(121.4 to 127.3)	SI4-123.81	Simpson Island	-40.8	SI4-123.81a	114.60	100
1	1	SI4(121.4 to 127.3)	SI4-124.05	Simpson Island	-49.8	SI4-124.05a	91.90	0
1	1	SI4(121.4 to 127.3)	SI4-124.05	Simpson Island	-45.1	SI4-124.05a	72.60	100
1	1	SI4(121.4 to 127.3)	SI4-124.10	Simpson Island	-46.5	SI4-124.10a	131.00	0
1	1	SI4(121.4 to 127.3)	SI4-124.10	Simpson Island	-54	SI4-124.10a	110.90	100
1	1	SI4(133.8 to 143.1)	SI4-138.60	Simpson Island	-46.8	SI4-138.60a	132.60	0
1	1	SI4(133.8 to 143.1)	SI4-138.60	Simpson Island	-54.8	SI4-138.60a	112.50	100
1	1	SI4(133.8 to 143.1)	SI4-138.70	Simpson Island	-55.8	SI4-138.70a	133.40	0
1	1	SI4(133.8 to 143.1)	SI4-138.70	Simpson Island	-62.8	SI4-138.70a	104.70	100
1	1	SI4(133.8 to 143.1)	SI4-139.20	Simpson Island	-55.9	SI4-139.20a	131.80	0
1	1	SI4(133.8 to 143.1)	SI4-139.20	Simpson Island	-62.4	SI4-139.20a	103.00	100
1	1	SI4(133.8 to 143.1)	SI4-139.80	Simpson Island	-56.2	SI4-139.80a	99.50	0
1	1	SI4(133.8 to 143.1)	SI4-139.80	Simpson Island	-53	SI4-139.80a	74.20	100
1	1	SI4(133.8 to 143.1)	SI4-139.81	Simpson Island	-52.7	SI4-139.81a	139.70	0
1	1	SI4(133.8 to 143.1)	SI4-139.81	Simpson Island	-62	SI4-139.81a	115.10	100
1	1	SI4(133.8 to 143.1)	SI4-140.80	Simpson Island	-55.4	SI4-140.80a	123.20	0
1	1	SI4(133.8 to 143.1)	SI4-140.80	Simpson Island	-59.3	SI4-140.80a	95.30	100
1	1	SI4(133.8 to 143.1)	SI4-140.85	Simpson Island	-45.4	SI4-140.85a	135.80	0
1	1	SI4(133.8 to 143.1)	SI4-140.85	Simpson Island	-54.4	SI4-140.85a	116.90	100
1	1	SI4(133.8 to 143.1)	SI4-141.30	Simpson Island	-55.6	SI4-141.30a	146.90	0
1	1	SI4(133.8 to 143.1)	SI4-141.30	Simpson Island	-66.6	SI4-141.30a	120.20	100
1	1	SI4(160.4 to 171.1)	SI4-161.10	Simpson Island	-39.7	SI4-161.10a	163.60	0
1	1	SI4(160.4 to 171.1)	SI4-161.10	Simpson Island	-55.6	SI4-161.10a	154.30	100
1	1	SI4(160.4 to 171.1)	SI4-161.21	Simpson Island	-49.7	SI4-161.21a	168.50	0
1	1	SI4(160.4 to 171.1)	SI4-161.21	Simpson Island	-66.3	SI4-161.21a	156.50	100
1	1	SI4(160.4 to 171.1)	SI4-161.22	Simpson Island	-47.8	SI4-161.22a	164.60	0
1	1	SI4(160.4 to 171.1)	SI4-161.22	Simpson Island	-63.7	SI4-161.22a	151.60	100
1	1	SI4(160.4 to 171.1)	SI4-161.23	Simpson Island	-46.4	SI4-161.23a	167.80	0
1	1	SI4(160.4 to 171.1)	SI4-161.23	Simpson Island	-62.8	SI4-161.23a	157.10	100
1	1	SI4(160.4 to 171.1)	SI4-162.00	Simpson Island	-50.7	SI4-162.00a	167.90	0
1	1	SI4(160.4 to 171.1)	SI4-162.00	Simpson Island	-67.1	SI4-162.00a	154.90	100
1	1	SI4(160.4 to 171.1)	SI4-162.11	Simpson Island	-43.5	SI4-162.11a	166.10	0
1	1	SI4(160.4 to 171.1)	SI4-162.11	Simpson Island	-59.7	SI4-162.11a	156.10	100
1	1	SI4(160.4 to 171.1)	SI4-162.12	Simpson Island	-47.3	SI4-162.12a	163.60	0
1	1	SI4(160.4 to 171.1)	SI4-162.12	Simpson Island	-63	SI4-162.12a	150.50	100
1	1	SI4(160.4 to 171.1)	SI4-162.20	Simpson Island	-46.2	SI4-162.20a	147.70	0
1	1	SI4(160.4 to 171.1)	SI4-162.20	Simpson Island	-58.5	SI4-162.20a	130.10	100
1	1	SI5a(0.0 to 9.0)	SI5a-1.40	Simpson Island	-51.5	SI5a-1.40a	135.00	0
1	1	SI5a(0.0 to 9.0)	SI5a-1.40	Simpson Island	-57.9	SI5a-1.40a	109.20	100
1	1	SI5a(0.0 to 9.0)	SI5a-1.60	Simpson Island	-52.5	SI5a-1.60a	139.20	0
1	1	SI5a(0.0 to 9.0)	SI5a-1.60	Simpson Island	-60.1	SI5a-1.60a	112.40	100
1	1	SI5a(0.0 to 9.0)	SI5a-2.1	Simpson Island	-52.1	SI5a-2.1-D	137.00	0
1	1	SI5a(0.0 to 9.0)	SI5a-2.1	Simpson Island	-59.1	SI5a-2.1-D	110.60	100
1	1	SI5a(0.0 to 9.0)	SI5a-2.3	Simpson Island	-51.5	SI5a-2.3-D	145.10	0
1	1	SI5a(0.0 to 9.0)	SI5a-2.3	Simpson Island	-61.2	SI5a-2.3-D	119.80	100
1	1	SI5a(0.0 to 9.0)	SI5a-2.60	Simpson Island	-51.6	SI5a-2.60a	137.50	0
1	1	SI5a(0.0 to 9.0)	SI5a-2.60	Simpson Island	-58.8	SI5a-2.60a	111.60	100
1	1	SI5a(0.0 to 9.0)	SI5a-3.00	Simpson Island	-45.8	SI5a-3.00a	134.30	0
1	1	SI5a(0.0 to 9.0)	SI5a-3.00	Simpson Island	-52.8	SI5a-3.00a	113.30	100
1	1	SI5a(0.0 to 9.0)	SI5a-5.00	Simpson Island	-45.5	SI5a-5.00a	137.10	0
1	1	SI5a(0.0 to 9.0)	SI5a-5.00	Simpson Island	-53.4	SI5a-5.00a	116.50	100
1	1	SI5a(0.0 to 9.0)	SI5a-6.93	Simpson Island	-40.8	SI5a-6.93-D	126.80	0
1	1	SI5a(0.0 to 9.0)	SI5a-6.93	Simpson Island	-45.9	SI5a-6.93-D	109.30	100
1	1	SI5a(0.0 to 9.0)	SI5a-6.99	Simpson Island	-42.7	SI5a-6.99-D	131.50	0
1	1	SI5a(0.0 to 9.0)	SI5a-6.99	Simpson Island	-49.1	SI5a-6.99-D	112.60	100
1	1	SI5a(0.0 to 9.0)	SI5a-7.0	Simpson Island	-40.8	SI5a-7.0-D	133.10	0
1	1	SI5a(0.0 to 9.0)	SI5a-7.0	Simpson Island	-47.8	SI5a-7.0-D	115.60	100
1	1	SI5a(0.0 to 9.0)	SI5a-7.25	Simpson Island	-35.5	SI5a-7.25-D	125.90	0
1	1	SI5a(0.0 to 9.0)	SI5a-7.25	Simpson Island	-40.8	SI5a-7.25-D	111.40	100
1	1	SI5a(0.0 to 9.0)	SI5a-7.30	Simpson Island	-37.1	SI5a-7.30a	127.80	0
1	1	SI5a(0.0 to 9.0)	SI5a-7.30	Simpson Island	-42.8	SI5a-7.30a	112.40	100
1	1	SI5b(3.2 to 30.7)	SI5b-13.6	Simpson Island	-50.5	SI5b-13.6-D	146.60	0
1	1	SI5b(3.2 to 30.7)	SI5b-13.6	Simpson Island	-60.8	SI5b-13.6-D	122.70	100
1	1	SI5b(3.2 to 30.7)	SI5b-14.4	Simpson Island	-50	SI5b-14.4-D	135.30	0
1	1	SI5b(3.2 to 30.7)	SI5b-14.4	Simpson Island	-56.8	SI5b-14.4-D	110.80	100
1	1	SI5b(3.2 to 30.7)	SI5b-14.7	Simpson Island	-47.1	SI5b-14.7-D	135.10	0
1	1	SI5b(3.2 to 30.7)	SI5b-14.7	Simpson Island	-54.1	SI5b-14.7-D	113.10	100
1	1	SI5b(3.2 to 30.7)	SI5b-15.0	Simpson Island	-47.8	SI5b-15.0-D	126.00	0
1	1	SI5b(3.2 to 30.7)	SI5b-15.0	Simpson Island	-51.8	SI5b-15.0-D	103.70	100
1	1	SI5b(3.2 to 30.7)	SI5b-15.5	Simpson Island	-51.4	SI5b-15.5-D	137.40	0
1	1	SI5b(3.2 to 30.7)	SI5b-15.5	Simpson Island	-58.5	SI5b-15.5-D	111.70	100
1	1	SI5b(3.2 to 30.7)	SI5b-16.2	Simpson Island	-52.5	SI5b-16.2-D	138.40	0
1	1	SI5b(3.2 to 30.7)	SI5b-16.2	Simpson Island	-60	SI5b-16.2-D	111.50	100
1	1	SI5b(57.2 to 63.3)	SI5b-57.6	Simpson Island	-44.9	SI5b-57.6-D	120.60	0
1	1	SI5b(57.2 to 63.3)	SI5b-57.6	Simpson Island	-47.5	SI5b-57.6-D	100.60	100
1	1	SI5b(57.2 to 63.3)	SI5b-57.65	Simpson Island	-42.7	SI5b-57.65-D	116.40	0
1	1	SI5b(57.2 to 63.3)	SI5b-57.65	Simpson Island	-44.1	SI5b-57.65-D	98.30	100
1	1	SI5b(57.2 to 63.3)	SI5b-57.7	Simpson Island	-35.1	SI5b-57.7-D	109.20	0
1	1	SI5b(57.2 to 63.3)	SI5b-57.7	Simpson Island	-34.9	SI5b-57.7-D	95.70	100
1	1	SI5b(57.2 to 63.3)	SI5b-58.0	Simpson Island	-47	SI5b-58.0-D	120.00	0
1	1	SI5b(57.2 to 63.3)	SI5b-58.0	Simpson Island	-49.2	SI5b-58.0-D	98.60	100
1	1	SI5b(57.2 to 63.3)	SI5b-58.05	Simpson Island	-42.6	SI5b-58.05-D	119.30	0
1	1	SI5b(57.2 to 63.3)	SI5b-58.05	Simpson Island	-45	SI5b-58.05-D	101.10	100
1	1	SI5b(57.2 to 63.3)	SI5b-58.7	Simpson Island	-35	SI5b-58.7-D	107.40	0
1	1	SI5b(57.2 to 63.3)	SI5b-58.7	Simpson Island	-34.2	SI5b-58.7-D	94.20	100
1	1	SI5b(64.6 to 70.4)	SI5b-65.1	Simpson Island	-52	SI5b-65.1-D	122.20	0
1	1	SI5b(64.6 to 70.4)	SI5b-65.1	Simpson Island	-54.2	SI5b-65.1-D	96.50	100
1	1	SI5b(64.6 to 70.4)	SI5b-65.2	Simpson Island	-51.4	SI5b-65.2-D	122.30	0
1	1	SI5b(64.6 to 70.4)	SI5b-65.2	Simpson Island	-53.7	SI5b-65.2-D	97.20	100
1	1	SI5b(64.6 to 70.4)	SI5b-65.4	Simpson Island	-45.6	SI5b-65.4-D	112.40	0
1	1	SI5b(64.6 to 70.4)	SI5b-65.4	Simpson Island	-45.5	SI5b-65.4-D	92.70	100
1	1	SI5b(64.6 to 70.4)	SI5b-68.35	Simpson Island	-48.3	SI5b-68.35-D	118.30	0
1	1	SI5b(64.6 to 70.4)	SI5b-68.35	Simpson Island	-49.7	SI5b-68.35-D	96.20	100
1	1	SI5b(64.6 to 70.4)	SI5b-68.4	Simpson Island	-25	SI5b-68.4-D	272.70	0
1	1	SI5b(64.6 to 70.4)	SI5b-68.4	Simpson Island	-26.9	SI5b-68.4-D	282.10	100
1	1	SI5b(64.6 to 70.4)	SI5b-68.45	Simpson Island	-41.2	SI5b-68.45-D	131.10	0
1	1	SI5b(64.6 to 70.4)	SI5b-68.45	Simpson Island	-47.6	SI5b-68.45-D	113.20	100
1	1	SI5b(72.6 to 79.0)	SI5b-74.0	Simpson Island	-52	SI5b-74.0-D	120.20	0
1	1	SI5b(72.6 to 79.0)	SI5b-74.0	Simpson Island	-53.5	SI5b-74.0-D	94.90	100
1	1	SI5b(72.6 to 79.0)	SI5b-74.25	Simpson Island	-48.4	SI5b-74.25-D	122.00	0
1	1	SI5b(72.6 to 79.0)	SI5b-74.25	Simpson Island	-51	SI5b-74.25-D	99.50	100
1	1	SI5b(72.6 to 79.0)	SI5b-74.3	Simpson Island	-49.6	SI5b-74.3-D	119.40	0
1	1	SI5b(72.6 to 79.0)	SI5b-74.3	Simpson Island	-51.3	SI5b-74.3-D	96.10	100
1	1	SI5b(72.6 to 79.0)	SI5b-75.4	Simpson Island	-47.8	SI5b-75.4-D	120.70	0
1	1	SI5b(72.6 to 79.0)	SI5b-75.4	Simpson Island	-50.1	SI5b-75.4-D	98.60	100
1	1	SI5b(72.6 to 79.0)	SI5b-76.0	Simpson Island	-44.1	SI5b-76.0-D	120.20	0
1	1	SI5b(72.6 to 79.0)	SI5b-76.0	Simpson Island	-46.7	SI5b-76.0-D	100.80	100
1	1	SI5b(72.6 to 79.0)	SI5b-76.2	Simpson Island	-44	SI5b-76.2-D	110.80	0
1	1	SI5b(72.6 to 79.0)	SI5b-76.2	Simpson Island	-43.6	SI5b-76.2-D	92.30	100
1	1	SI5b(115.0 to 120.2)	SI5b-116.6	Simpson Island	-49.7	SI5b-116.6-D	135.60	0
1	1	SI5b(115.0 to 120.2)	SI5b-116.6	Simpson Island	-56.6	SI5b-116.6-D	111.40	100
1	1	SI5b(115.0 to 120.2)	SI5b-116.90	Simpson Island	-48.9	SI5b-116.90a	136.20	0
1	1	SI5b(115.0 to 120.2)	SI5b-116.90	Simpson Island	-56.1	SI5b-116.90a	112.80	100
1	1	SI5b(115.0 to 120.2)	SI5b-117.0	Simpson Island	-47.4	SI5b-117.0-D	138.30	0
1	1	SI5b(115.0 to 120.2)	SI5b-117.0	Simpson Island	-55.4	SI5b-117.0-D	116.30	100
1	1	SI5b(115.0 to 120.2)	SI5b-117.05	Simpson Island	-45	SI5b-117.05a	134.10	0
1	1	SI5b(115.0 to 120.2)	SI5b-117.05	Simpson Island	-52	SI5b-117.05a	113.80	100
1	1	SI5b(115.0 to 120.2)	SI5b-117.1	Simpson Island	-44.8	SI5b-117.1-D	135.40	0
1	1	SI5b(115.0 to 120.2)	SI5b-117.1	Simpson Island	-52.2	SI5b-117.1-D	115.30	100
1	1	SI5b(115.0 to 120.2)	SI5b-117.15	Simpson Island	-52.2	SI5b-117.15-D	144.70	0
1	1	SI5b(115.0 to 120.2)	SI5b-117.15	Simpson Island	-61.7	SI5b-117.15-D	118.60	100
1	1	SI5b(115.0 to 120.2)	SI5b-117.4	Simpson Island	-52	SI5b-117.4-D	134.40	0
1	1	SI5b(115.0 to 120.2)	SI5b-117.4	Simpson Island	-58.2	SI5b-117.4-D	108.00	100
1	1	SI5b(115.0 to 120.2)	SI5b-117.90	Simpson Island	-48.2	SI5b-117.90a	140.00	0
1	1	SI5b(115.0 to 120.2)	SI5b-117.90	Simpson Island	-56.6	SI5b-117.90a	117.40	100
1	1	SI5b(115.0 to 120.2)	SI5b-118.25	Simpson Island	-45.9	SI5b-118.25-D	139.80	0
1	1	SI5b(115.0 to 120.2)	SI5b-118.25	Simpson Island	-54.8	SI5b-118.25-D	119.00	100
1	1	SI5b(132.4 to 171.9)	SI5b-133.3	Simpson Island	-51	SI5b-133.3-D	128.10	0
1	1	SI5b(132.4 to 171.9)	SI5b-133.3	Simpson Island	-55.3	SI5b-133.3-D	103.00	100
1	1	SI5b(132.4 to 171.9)	SI5b-133.4	Simpson Island	-49.4	SI5b-133.4-D	128.40	0
1	1	SI5b(132.4 to 171.9)	SI5b-133.4	Simpson Island	-54	SI5b-133.4-D	104.70	100
1	1	SI5b(132.4 to 171.9)	SI5b-146.00	Simpson Island	-55.4	SI5b-146.00a	177.30	0
1	1	SI5b(132.4 to 171.9)	SI5b-146.00	Simpson Island	-72.9	SI5b-146.00a	161.30	100
1	1	SI5b(132.4 to 171.9)	SI5b-146.3	Simpson Island	-60.9	SI5b-146.3-D	144.90	0
1	1	SI5b(132.4 to 171.9)	SI5b-146.3	Simpson Island	-68.7	SI5b-146.3-D	106.50	100
1	1	SI5b(132.4 to 171.9)	SI5b-146.5	Simpson Island	-56.8	SI5b-146.5-D	138.00	0
1	1	SI5b(132.4 to 171.9)	SI5b-146.5	Simpson Island	-63.3	SI5b-146.5-D	106.20	100
1	1	SI5b(132.4 to 171.9)	SI5b-159.7	Simpson Island	-57.5	SI5b-159.7-D	131.50	0
1	1	SI5b(132.4 to 171.9)	SI5b-159.7	Simpson Island	-61.8	SI5b-159.7-D	99.00	100
1	1	SI5b(132.4 to 171.9)	SI5b-159.9	Simpson Island	-51.5	SI5b-159.9-D	140.10	0
1	1	SI5b(132.4 to 171.9)	SI5b-159.9	Simpson Island	-59.6	SI5b-159.9-D	114.40	100
1	1	SI5b(132.4 to 171.9)	SI5b-160.00	Simpson Island	-60.5	SI5b-160.00a	125.80	0
1	1	SI5b(132.4 to 171.9)	SI5b-160.00	Simpson Island	-62.2	SI5b-160.00a	90.30	100
1	1	SI5b(183.4 to 188.7)	SI5b-184.2	Simpson Island	53.7	SI5b-184.2-D	313.10	0
1	1	SI5b(183.4 to 188.7)	SI5b-184.2	Simpson Island	59.1	SI5b-184.2-D	284.90	100
1	1	SI5b(183.4 to 188.7)	SI5b-184.3	Simpson Island	-53.3	SI5b-184.3-D	143.60	0
1	1	SI5b(183.4 to 188.7)	SI5b-184.3	Simpson Island	-62.2	SI5b-184.3-D	116.10	100
1	1	SI5b(183.4 to 188.7)	SI5b-184.5	Simpson Island	-53.3	SI5b-184.5-D	145.80	0
1	1	SI5b(183.4 to 188.7)	SI5b-184.5	Simpson Island	-62.9	SI5b-184.5-D	118.70	100
1	1	SI5b(183.4 to 188.7)	SI5b-185.7	Simpson Island	-51.2	SI5b-185.7-D	132.50	0
1	1	SI5b(183.4 to 188.7)	SI5b-185.7	Simpson Island	-56.9	SI5b-185.7-D	107.00	100
1	1	SI5b(183.4 to 188.7)	SI5b-186.2	Simpson Island	-52	SI5b-186.2-D	147.30	0
1	1	SI5b(183.4 to 188.7)	SI5b-186.2	Simpson Island	-62.3	SI5b-186.2-D	121.80	100
1	1	SI5b(183.4 to 188.7)	SI5b-186.5	Simpson Island	-51.2	SI5b-186.5-D	143.10	0
1	1	SI5b(183.4 to 188.7)	SI5b-186.5	Simpson Island	-60.3	SI5b-186.5-D	117.90	100
1	1	SI5b(197.5 to 216.7)	SI5b-198.3	Simpson Island	-61.5	SI5b-198.3-D	140.50	0
1	1	SI5b(197.5 to 216.7)	SI5b-198.3	Simpson Island	-67.8	SI5b-198.3-D	101.10	100
1	1	SI5b(197.5 to 216.7)	SI5b-198.6	Simpson Island	-72.7	SI5b-198.6-D	145.40	0
1	1	SI5b(197.5 to 216.7)	SI5b-198.6	Simpson Island	-75.4	SI5b-198.6-D	74.10	100
1	1	SI5b(197.5 to 216.7)	SI5b-198.8	Simpson Island	-62	SI5b-198.8-D	149.10	0
1	1	SI5b(197.5 to 216.7)	SI5b-198.8	Simpson Island	-70.9	SI5b-198.8-D	108.80	100
1	1	SI5b(197.5 to 216.7)	SI5b-212.4	Simpson Island	-59.6	SI5b-212.4-D	136.50	0
1	1	SI5b(197.5 to 216.7)	SI5b-212.4	Simpson Island	-65	SI5b-212.4-D	100.60	100
